Employee_ID,Age,Gender,Job_Role,Industry,Years_of_Experience,Work_Location,Region
EMP0414,47,Prefer not to say,Project Manager,Manufacturing,21,Onsite,South America
EMP0415,30,Male,Data Scientist,Manufacturing,14,Onsite,Oceania
EMP0416,52,Female,Sales,Healthcare,26,Hybrid,North America
EMP0417,25,Prefer not to say,Sales,Healthcare,9,Hybrid,Asia
EMP0418,50,Non-binary,HR,Consulting,22,Onsite,Oceania
EMP0419,60,Female,HR,Education,34,Remote,Asia
EMP0420,48,Female,Marketing,IT,30,Hybrid,Africa
EMP0421,28,Male,HR,IT,32,Remote,Asia
EMP0422,23,Prefer not to say,Marketing,Finance,5,Remote,Oceania
EMP0423,26,Male,Project Manager,Education,21,Hybrid,Europe
EMP0424,27,Female,Marketing,Consulting,32,Hybrid,North America
EMP0425,52,Non-binary,Sales,Finance,30,Remote,Asia
EMP0426,32,Prefer not to say,Software Engineer,Consulting,28,Onsite,Asia
EMP0427,23,Prefer not to say,Sales,Finance,4,Remote,Europe
EMP0428,41,Prefer not to say,Sales,IT,19,Onsite,Oceania
EMP0429,33,Female,Project Manager,IT,25,Hybrid,North America
EMP0430,37,Non-binary,Sales,Consulting,9,Remote,Europe
EMP0431,33,Male,Project Manager,Consulting,10,Hybrid,Oceania
EMP0432,28,Non-binary,Marketing,Finance,26,Hybrid,North America
EMP0433,57,Non-binary,Project Manager,Consulting,26,Hybrid,South America
EMP0434,45,Female,Designer,Finance,11,Hybrid,Oceania
EMP0435,50,Female,Data Scientist,Consulting,25,Onsite,Oceania
EMP0436,53,Non-binary,Marketing,Healthcare,3,Hybrid,Oceania
EMP0437,58,Prefer not to say,HR,Healthcare,29,Remote,Europe
EMP0438,48,Prefer not to say,Project Manager,Education,7,Onsite,Asia
EMP0439,42,Prefer not to say,Sales,Manufacturing,28,Onsite,Europe
EMP0440,22,Non-binary,Software Engineer,Retail,7,Onsite,Asia
EMP0441,23,Female,Data Scientist,Retail,34,Hybrid,South America
EMP0442,59,Prefer not to say,HR,Finance,3,Hybrid,North America
EMP0443,50,Non-binary,Designer,Consulting,24,Hybrid,Oceania
EMP0444,27,Female,HR,Retail,7,Hybrid,Oceania
EMP0445,25,Prefer not to say,Software Engineer,Retail,18,Remote,Africa
EMP0446,52,Male,Designer,Healthcare,33,Onsite,Africa
EMP0447,37,Non-binary,Sales,Healthcare,28,Remote,North America
EMP0448,22,Non-binary,Project Manager,Retail,2,Onsite,South America
EMP0449,51,Male,HR,Finance,22,Hybrid,Asia
EMP0450,57,Male,Project Manager,IT,8,Hybrid,Europe
EMP0451,58,Prefer not to say,Data Scientist,Manufacturing,32,Onsite,North America
EMP0452,32,Prefer not to say,Data Scientist,Finance,21,Remote,Oceania
EMP0453,41,Female,Data Scientist,Finance,15,Hybrid,Oceania
EMP0454,36,Female,Marketing,Education,10,Remote,Asia
EMP0455,51,Non-binary,Data Scientist,Manufacturing,2,Remote,Asia
EMP0456,60,Female,Sales,Retail,10,Remote,South America
EMP0457,34,Female,HR,Healthcare,28,Onsite,Africa
EMP0458,33,Female,Sales,Manufacturing,27,Remote,Oceania
EMP0459,53,Prefer not to say,Marketing,Consulting,1,Onsite,Asia
EMP0460,53,Female,Sales,Retail,7,Onsite,Africa
EMP0461,40,Female,Project Manager,IT,12,Remote,Europe
EMP0462,36,Non-binary,Designer,Manufacturing,28,Hybrid,Europe
EMP0463,54,Prefer not to say,Designer,Healthcare,27,Remote,Europe
EMP0464,41,Prefer not to say,HR,IT,19,Hybrid,North America
EMP0465,55,Female,Sales,Consulting,15,Hybrid,Europe
EMP0466,34,Prefer not to say,Marketing,Finance,19,Onsite,Europe
EMP0467,43,Prefer not to say,Project Manager,IT,17,Hybrid,Europe
EMP0468,37,Non-binary,Project Manager,IT,26,Hybrid,Oceania
EMP0469,37,Prefer not to say,HR,Education,14,Hybrid,Asia
EMP0470,57,Female,Sales,Finance,1,Hybrid,Africa
EMP0471,33,Female,Sales,IT,26,Onsite,Europe
EMP0472,51,Female,HR,Manufacturing,14,Remote,Africa
EMP0473,50,Male,Designer,Manufacturing,17,Remote,Europe
EMP0474,35,Female,Sales,Consulting,26,Hybrid,Asia
EMP0475,40,Non-binary,Marketing,Education,33,Remote,Africa
EMP0476,53,Non-binary,Project Manager,Retail,7,Onsite,South America
EMP0477,32,Male,Marketing,Manufacturing,5,Onsite,Africa
EMP0478,56,Female,Designer,Retail,25,Remote,Africa
EMP0479,55,Female,Sales,Finance,3,Onsite,South America
EMP0480,49,Non-binary,Project Manager,Retail,2,Onsite,Africa
EMP0481,23,Female,Software Engineer,Retail,13,Hybrid,North America
EMP0482,38,Male,Sales,Retail,8,Hybrid,Africa
EMP0483,23,Male,Marketing,Education,16,Remote,Africa
EMP0484,29,Female,Project Manager,Education,21,Remote,Africa
EMP0485,24,Female,Data Scientist,Consulting,20,Remote,Europe
EMP0486,58,Male,Software Engineer,Finance,12,Onsite,South America
EMP0487,42,Male,Project Manager,Manufacturing,1,Hybrid,Africa
EMP0488,42,Male,Designer,Healthcare,32,Onsite,South America
EMP0489,39,Non-binary,Sales,Healthcare,22,Remote,Asia
EMP0490,45,Male,Designer,Healthcare,23,Onsite,Oceania
EMP0491,53,Non-binary,Project Manager,IT,27,Onsite,Oceania
EMP0492,43,Prefer not to say,Sales,Finance,10,Hybrid,North America
EMP0493,24,Prefer not to say,Designer,Education,23,Onsite,South America
EMP0494,44,Male,Marketing,Finance,24,Remote,Europe
EMP0495,39,Prefer not to say,Software Engineer,Education,16,Remote,North America
EMP0496,40,Prefer not to say,HR,Retail,19,Hybrid,Europe
EMP0497,41,Non-binary,Designer,Education,14,Hybrid,North America
EMP0498,23,Male,Data Scientist,Finance,23,Remote,North America
EMP0499,53,Female,Software Engineer,Retail,14,Onsite,North America
EMP0500,52,Non-binary,Project Manager,Retail,10,Onsite,Asia
EMP0501,58,Female,Data Scientist,Consulting,7,Onsite,Europe
EMP0502,56,Prefer not to say,Data Scientist,Retail,25,Hybrid,Oceania
EMP0503,34,Female,Software Engineer,Consulting,21,Hybrid,Africa
EMP0504,36,Non-binary,Sales,Healthcare,22,Hybrid,Europe
EMP0505,50,Male,Software Engineer,Retail,29,Remote,South America
EMP0506,41,Male,Software Engineer,Education,14,Remote,Asia
EMP0507,27,Female,Sales,Healthcare,17,Remote,North America
EMP0508,40,Non-binary,Designer,Consulting,18,Remote,Europe
EMP0509,33,Male,HR,Education,27,Onsite,Africa
EMP0510,45,Prefer not to say,Sales,Finance,10,Remote,Oceania
EMP0511,39,Prefer not to say,HR,Manufacturing,5,Remote,Oceania
EMP0512,34,Male,Designer,Education,23,Hybrid,Asia
EMP0513,40,Female,Marketing,IT,27,Onsite,Oceania
EMP0514,49,Female,Data Scientist,Education,6,Remote,North America
EMP0515,35,Female,Project Manager,IT,32,Remote,Africa
EMP0516,43,Non-binary,Designer,Finance,20,Remote,Asia
EMP0517,59,Female,HR,IT,32,Remote,Europe
EMP0518,60,Prefer not to say,Data Scientist,Healthcare,8,Onsite,Asia
EMP0519,42,Female,Project Manager,Retail,29,Hybrid,Oceania
EMP0520,42,Prefer not to say,Designer,Consulting,22,Hybrid,Asia
EMP0521,37,Male,HR,Finance,8,Hybrid,South America
EMP0522,60,Female,Data Scientist,Finance,33,Hybrid,Oceania
EMP0523,33,Non-binary,Software Engineer,Retail,6,Onsite,Europe
EMP0524,60,Male,Project Manager,Consulting,6,Hybrid,Oceania
EMP0525,58,Female,Designer,Retail,9,Onsite,Oceania
EMP0526,25,Male,Software Engineer,Finance,10,Remote,South America
EMP0527,30,Prefer not to say,Project Manager,Consulting,26,Hybrid,North America
EMP0528,28,Female,Software Engineer,Healthcare,14,Hybrid,Africa
EMP0529,28,Non-binary,Project Manager,IT,5,Onsite,North America
EMP0530,23,Prefer not to say,Marketing,Retail,15,Onsite,Europe
EMP0531,36,Female,Software Engineer,Retail,14,Onsite,Oceania
EMP0532,50,Male,Designer,Retail,16,Hybrid,South America
EMP0533,57,Non-binary,Designer,IT,35,Onsite,South America
EMP0534,44,Male,Sales,Healthcare,25,Onsite,Africa
EMP0535,24,Non-binary,Marketing,Healthcare,2,Hybrid,Africa
EMP0536,39,Prefer not to say,Software Engineer,Education,32,Hybrid,South America
EMP0537,57,Male,Marketing,IT,28,Hybrid,Europe
EMP0538,45,Prefer not to say,HR,Retail,12,Hybrid,North America
EMP0539,35,Female,Marketing,Retail,14,Onsite,North America
EMP0540,59,Prefer not to say,Project Manager,Healthcare,27,Remote,North America
EMP0541,58,Prefer not to say,Marketing,Retail,1,Hybrid,Oceania
EMP0542,48,Male,Data Scientist,Education,30,Remote,Oceania
EMP0543,55,Prefer not to say,Data Scientist,Healthcare,8,Remote,South America
EMP0544,60,Male,Designer,IT,11,Hybrid,Europe
EMP0545,60,Prefer not to say,Software Engineer,Finance,20,Onsite,Europe
EMP0546,23,Non-binary,HR,IT,23,Remote,South America
EMP0547,28,Male,Designer,Education,32,Hybrid,North America
EMP0548,49,Female,Marketing,IT,5,Hybrid,Oceania
EMP0549,45,Male,Designer,Retail,18,Remote,Europe
EMP0550,22,Male,Project Manager,Retail,35,Onsite,South America
EMP0551,24,Female,Designer,Manufacturing,20,Onsite,Oceania
EMP0552,39,Male,Sales,Healthcare,28,Hybrid,Oceania
EMP0553,27,Non-binary,HR,Manufacturing,29,Onsite,South America
EMP0554,38,Male,Project Manager,IT,26,Hybrid,North America
EMP0555,50,Female,Project Manager,Healthcare,18,Remote,Africa
EMP0556,46,Non-binary,HR,IT,4,Remote,North America
EMP0557,46,Prefer not to say,Designer,Education,4,Onsite,Asia
EMP0558,28,Prefer not to say,Sales,Manufacturing,10,Hybrid,Europe
EMP0559,53,Prefer not to say,HR,Manufacturing,2,Remote,Oceania
EMP0560,34,Female,Software Engineer,Education,2,Hybrid,North America
EMP0561,35,Female,Project Manager,Finance,8,Hybrid,Asia
EMP0562,48,Prefer not to say,HR,Retail,34,Onsite,North America
EMP0563,25,Male,Sales,Manufacturing,31,Hybrid,Asia
EMP0564,54,Prefer not to say,Software Engineer,Education,8,Remote,South America
EMP0565,37,Male,Sales,IT,25,Hybrid,Oceania
EMP0566,33,Male,Project Manager,Retail,18,Onsite,Africa
EMP0567,24,Female,Sales,Education,3,Remote,South America
EMP0568,52,Prefer not to say,HR,Finance,35,Hybrid,North America
EMP0569,22,Male,Project Manager,Retail,26,Hybrid,Oceania
EMP0570,48,Prefer not to say,Software Engineer,Retail,25,Remote,Asia
EMP0571,48,Male,Designer,Manufacturing,4,Onsite,South America
EMP0572,47,Female,Sales,Healthcare,17,Remote,Africa
EMP0573,51,Male,Software Engineer,Education,11,Onsite,South America
EMP0574,52,Male,Marketing,Healthcare,19,Hybrid,North America
EMP0575,41,Female,Software Engineer,Consulting,8,Remote,Oceania
EMP0576,28,Male,Project Manager,Retail,23,Hybrid,Oceania
EMP0577,44,Prefer not to say,Designer,Retail,2,Hybrid,South America
EMP0578,50,Non-binary,Sales,Finance,12,Remote,Europe
EMP0579,43,Prefer not to say,Project Manager,Healthcare,35,Hybrid,Europe
EMP0580,43,Male,HR,IT,18,Remote,North America
EMP0581,29,Prefer not to say,Marketing,Manufacturing,15,Onsite,Oceania
EMP0582,30,Prefer not to say,Marketing,Manufacturing,23,Hybrid,Europe
EMP0583,50,Prefer not to say,HR,Finance,26,Remote,Oceania
EMP0584,60,Male,HR,Retail,2,Hybrid,South America
EMP0585,31,Prefer not to say,Data Scientist,Retail,6,Hybrid,North America
EMP0586,43,Female,Sales,Education,13,Onsite,Europe
EMP0587,58,Female,Sales,Education,18,Remote,Africa
EMP0588,56,Prefer not to say,Software Engineer,Education,27,Hybrid,South America
EMP0589,40,Non-binary,Designer,Finance,21,Remote,South America
EMP0590,57,Female,Designer,Healthcare,17,Hybrid,Asia
EMP0591,31,Male,Project Manager,Healthcare,6,Hybrid,North America
EMP0592,35,Female,Marketing,Retail,8,Remote,South America
EMP0593,32,Prefer not to say,Sales,IT,10,Remote,Africa
EMP0594,31,Prefer not to say,Project Manager,Healthcare,30,Remote,Oceania
EMP0595,53,Prefer not to say,Sales,Manufacturing,3,Hybrid,Europe
EMP0596,42,Prefer not to say,Designer,Consulting,22,Hybrid,Oceania
EMP0597,35,Male,Designer,IT,35,Remote,Europe
EMP0598,58,Female,HR,Finance,19,Remote,South America
EMP0599,26,Female,Marketing,Finance,12,Remote,South America
EMP0600,45,Non-binary,Software Engineer,Retail,31,Hybrid,Oceania
EMP0601,36,Male,Designer,IT,22,Hybrid,Africa
EMP0602,25,Non-binary,Marketing,Retail,34,Onsite,Asia
EMP0603,55,Prefer not to say,Project Manager,Healthcare,11,Onsite,Asia
EMP0604,47,Female,Data Scientist,Retail,1,Hybrid,Asia
EMP0605,46,Female,Sales,Retail,35,Hybrid,Asia
EMP0606,39,Prefer not to say,Sales,Education,9,Remote,Africa
EMP0607,27,Male,Designer,Retail,21,Hybrid,South America
EMP0608,35,Prefer not to say,Sales,Healthcare,13,Onsite,North America
EMP0609,60,Female,Marketing,Education,10,Hybrid,North America
EMP0610,33,Female,Software Engineer,Finance,13,Hybrid,North America
EMP0611,45,Prefer not to say,Marketing,Healthcare,30,Hybrid,South America
EMP0612,26,Male,HR,IT,6,Hybrid,Asia
EMP0613,25,Male,Marketing,Consulting,35,Remote,Asia
EMP0614,57,Female,Sales,Finance,8,Hybrid,Oceania
EMP0615,38,Prefer not to say,Sales,Finance,20,Remote,Asia
EMP0616,50,Non-binary,Sales,Retail,30,Hybrid,Europe
EMP0617,38,Male,Marketing,Healthcare,34,Onsite,Asia
EMP0618,56,Male,Sales,Education,10,Remote,Oceania
EMP0619,54,Non-binary,Software Engineer,Retail,26,Onsite,South America
EMP0620,27,Prefer not to say,HR,Consulting,14,Onsite,North America
EMP0621,29,Non-binary,Software Engineer,Education,21,Hybrid,Africa
EMP0622,34,Non-binary,Project Manager,IT,30,Remote,Oceania
EMP0623,25,Prefer not to say,Designer,IT,11,Hybrid,South America
EMP0624,35,Male,Designer,Manufacturing,23,Hybrid,South America
EMP0625,48,Female,HR,Manufacturing,1,Remote,Europe
EMP0626,28,Female,Project Manager,Finance,20,Remote,Oceania
EMP0627,23,Non-binary,Software Engineer,Finance,1,Onsite,Asia
EMP0628,34,Non-binary,Marketing,Consulting,31,Remote,Africa
EMP0629,53,Prefer not to say,Data Scientist,Retail,28,Hybrid,Oceania
EMP0630,52,Prefer not to say,Designer,Healthcare,11,Hybrid,North America
EMP0631,29,Male,Project Manager,Healthcare,18,Onsite,Asia
EMP0632,53,Female,Designer,Finance,13,Hybrid,North America
EMP0633,42,Male,Sales,Finance,7,Remote,North America
EMP0634,35,Male,Marketing,Healthcare,26,Onsite,Oceania
EMP0635,42,Non-binary,Project Manager,Healthcare,7,Hybrid,Asia
EMP0636,45,Male,Software Engineer,Retail,16,Onsite,Africa
EMP0637,24,Male,Sales,Finance,16,Hybrid,Asia
EMP0638,40,Female,Software Engineer,Manufacturing,19,Remote,Europe
EMP0639,52,Non-binary,Software Engineer,Finance,16,Hybrid,Africa
EMP0640,55,Male,Sales,Manufacturing,20,Hybrid,North America
EMP0641,38,Non-binary,Data Scientist,Finance,31,Hybrid,North America
EMP0642,50,Male,Designer,Retail,15,Onsite,North America
EMP0643,36,Male,Marketing,Retail,31,Onsite,Oceania
EMP0644,36,Female,Project Manager,Education,20,Onsite,Europe
EMP0645,34,Male,Sales,IT,26,Hybrid,Oceania
EMP0646,55,Male,Designer,Consulting,16,Onsite,South America
EMP0647,37,Prefer not to say,HR,Consulting,14,Hybrid,North America
EMP0648,39,Female,Designer,Finance,29,Onsite,North America
EMP0649,41,Female,Marketing,IT,13,Remote,Asia
EMP0650,58,Male,Sales,Consulting,31,Onsite,Asia
EMP0651,25,Female,Software Engineer,Consulting,1,Remote,Africa
EMP0652,26,Male,HR,Retail,9,Onsite,Oceania
EMP0653,23,Male,Project Manager,Education,21,Remote,North America
EMP0654,45,Male,Data Scientist,IT,5,Remote,Europe
EMP0655,55,Male,Software Engineer,Retail,1,Hybrid,Asia
EMP0656,23,Male,Designer,Education,1,Remote,North America
EMP0657,27,Female,Software Engineer,Education,14,Hybrid,Oceania
EMP0658,33,Male,Marketing,Consulting,12,Remote,Oceania
EMP0659,54,Non-binary,HR,Retail,32,Remote,Europe
EMP0660,47,Non-binary,Software Engineer,Retail,9,Onsite,Europe
EMP0661,48,Prefer not to say,Software Engineer,IT,3,Onsite,Africa
EMP0662,35,Female,Designer,Retail,2,Hybrid,Asia
EMP0663,43,Male,Software Engineer,Retail,32,Remote,South America
EMP0664,43,Female,Sales,Retail,23,Remote,Africa
EMP0665,46,Prefer not to say,Marketing,Consulting,25,Onsite,South America
EMP0666,38,Non-binary,Project Manager,Retail,29,Onsite,Oceania
EMP0667,22,Female,HR,Retail,11,Hybrid,Asia
EMP0668,41,Non-binary,Data Scientist,Finance,33,Remote,North America
EMP0669,50,Male,Sales,Education,31,Hybrid,Oceania
EMP0670,50,Prefer not to say,Marketing,Manufacturing,12,Hybrid,Africa
EMP0671,42,Prefer not to say,Software Engineer,Education,5,Remote,Europe
EMP0672,22,Non-binary,Designer,Retail,27,Remote,Europe
EMP0673,60,Female,Sales,IT,6,Onsite,Asia
EMP0674,58,Prefer not to say,Sales,Manufacturing,2,Remote,Asia
EMP0675,32,Non-binary,HR,IT,33,Remote,Europe
EMP0676,32,Male,Sales,Manufacturing,6,Hybrid,Oceania
EMP0677,44,Female,Sales,Healthcare,20,Remote,North America
EMP0678,42,Prefer not to say,Software Engineer,Retail,30,Remote,Africa
EMP0679,25,Prefer not to say,HR,IT,33,Onsite,South America
EMP0680,43,Male,Data Scientist,Consulting,32,Hybrid,Europe
EMP0681,39,Male,Project Manager,Finance,1,Hybrid,Oceania
EMP0682,53,Prefer not to say,Data Scientist,IT,10,Onsite,Oceania
EMP0683,30,Prefer not to say,Sales,Consulting,1,Onsite,North America
EMP0684,40,Non-binary,Sales,Manufacturing,21,Onsite,Africa
EMP0685,53,Prefer not to say,Data Scientist,IT,28,Remote,Africa
EMP0686,59,Male,Sales,Finance,4,Onsite,Africa
EMP0687,39,Prefer not to say,Data Scientist,Healthcare,20,Remote,Asia
EMP0688,57,Non-binary,Data Scientist,IT,31,Remote,Africa
EMP0689,57,Male,Marketing,Education,11,Hybrid,South America
EMP0690,45,Prefer not to say,Software Engineer,Education,5,Hybrid,Asia
EMP0691,31,Prefer not to say,Marketing,Finance,16,Onsite,South America
EMP0692,44,Female,Designer,Retail,6,Remote,Oceania
EMP0693,47,Non-binary,HR,Finance,23,Hybrid,Oceania
EMP0694,54,Non-binary,HR,Retail,16,Hybrid,Europe
EMP0695,48,Male,Software Engineer,Healthcare,18,Remote,Oceania
EMP0696,58,Male,Marketing,Retail,3,Onsite,North America
EMP0697,29,Male,HR,IT,29,Onsite,Europe
EMP0698,43,Female,Project Manager,Manufacturing,21,Hybrid,Africa
EMP0699,53,Male,Designer,Retail,17,Onsite,Africa
EMP0700,43,Prefer not to say,Data Scientist,Finance,12,Hybrid,Oceania
EMP0701,47,Non-binary,Designer,Consulting,18,Onsite,South America
EMP0702,26,Non-binary,Designer,Finance,25,Remote,North America
EMP0703,57,Non-binary,HR,Healthcare,23,Onsite,North America
EMP0704,36,Male,Project Manager,Manufacturing,1,Onsite,South America
EMP0705,26,Male,Marketing,IT,5,Remote,Oceania
EMP0706,47,Female,Designer,Retail,4,Remote,Africa
EMP0707,59,Female,Software Engineer,Consulting,7,Remote,Africa
EMP0708,59,Male,Project Manager,Consulting,35,Remote,Asia
EMP0709,40,Prefer not to say,Designer,Education,7,Onsite,North America
EMP0710,31,Female,Project Manager,IT,3,Onsite,Asia
EMP0711,37,Prefer not to say,HR,Education,14,Onsite,Oceania
EMP0712,54,Prefer not to say,Software Engineer,Retail,8,Hybrid,Europe
EMP0713,43,Male,Designer,Finance,2,Hybrid,Asia
EMP0714,24,Female,Sales,IT,7,Remote,Asia
EMP0715,29,Male,Software Engineer,Manufacturing,19,Remote,North America
EMP0716,41,Prefer not to say,Designer,Consulting,11,Onsite,North America
EMP0717,51,Male,Software Engineer,Finance,7,Remote,Asia
EMP0718,38,Non-binary,Software Engineer,Healthcare,23,Onsite,South America
EMP0719,56,Male,Data Scientist,Healthcare,4,Onsite,Africa
EMP0720,41,Non-binary,Designer,Consulting,30,Remote,Asia
EMP0721,28,Male,Designer,Healthcare,15,Hybrid,Europe
EMP0722,49,Prefer not to say,HR,Consulting,1,Hybrid,Europe
EMP0723,49,Male,Marketing,Manufacturing,27,Hybrid,Europe
EMP0724,55,Non-binary,Software Engineer,Finance,16,Onsite,Europe
EMP0725,60,Prefer not to say,Software Engineer,IT,12,Hybrid,South America
EMP0726,45,Female,Sales,Healthcare,12,Remote,Oceania
EMP0727,41,Male,Sales,Healthcare,10,Remote,Europe
EMP0728,52,Female,Data Scientist,Manufacturing,1,Onsite,Asia
EMP0729,60,Prefer not to say,Designer,Finance,32,Remote,Asia
EMP0730,53,Non-binary,Project Manager,Consulting,19,Onsite,Europe
EMP0731,42,Prefer not to say,Designer,Education,13,Hybrid,Asia
EMP0732,43,Prefer not to say,Data Scientist,Education,14,Hybrid,Oceania
EMP0733,43,Male,Designer,IT,11,Remote,Europe
EMP0734,40,Female,Software Engineer,Retail,3,Onsite,Asia
EMP0735,49,Male,Designer,Retail,30,Hybrid,Asia
EMP0736,24,Male,Marketing,Manufacturing,5,Remote,Oceania
EMP0737,30,Prefer not to say,Software Engineer,Finance,12,Hybrid,South America
EMP0738,55,Prefer not to say,HR,Education,27,Remote,Africa
EMP0739,28,Prefer not to say,Project Manager,Retail,21,Hybrid,Africa
EMP0740,42,Prefer not to say,Sales,Manufacturing,17,Remote,Asia
EMP0741,60,Non-binary,Designer,Finance,35,Hybrid,South America
EMP0742,42,Female,Marketing,Manufacturing,10,Remote,Africa
EMP0743,55,Male,Marketing,Consulting,14,Hybrid,Asia
EMP0744,53,Non-binary,Software Engineer,Healthcare,19,Onsite,North America
EMP0745,46,Male,HR,Healthcare,30,Onsite,North America
EMP0746,26,Non-binary,Designer,Healthcare,18,Remote,South America
EMP0747,53,Male,HR,IT,1,Hybrid,Europe
EMP0748,29,Male,HR,Finance,30,Onsite,Asia
EMP0749,43,Female,Project Manager,Finance,23,Remote,North America
