Employee_ID,Work_Life_Balance_Rating,Access_to_Mental_Health_Resources,Productivity_Change,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Region
EMP0504,3,No,Decrease,Satisfied,5,Europe
EMP0505,3,No,No Change,Neutral,4,South America
EMP0506,4,No,No Change,Satisfied,4,Asia
EMP0507,1,Yes,Decrease,Satisfied,5,North America
EMP0508,1,No,Increase,Unsatisfied,2,Europe
EMP0509,1,Yes,No Change,Neutral,5,Africa
EMP0510,2,No,Increase,Neutral,1,Oceania
EMP0511,4,Yes,Decrease,Satisfied,4,Oceania
EMP0512,2,Yes,Decrease,Satisfied,5,Asia
EMP0513,3,Yes,Increase,Neutral,5,Oceania
EMP0514,4,Yes,Increase,Unsatisfied,3,North America
EMP0515,1,Yes,Decrease,Unsatisfied,5,Africa
EMP0516,1,No,Increase,Neutral,5,Asia
EMP0517,2,Yes,Increase,Neutral,3,Europe
EMP0518,4,No,No Change,Neutral,5,Asia
EMP0519,5,Yes,No Change,Satisfied,4,Oceania
EMP0520,3,Yes,Decrease,Neutral,4,Asia
EMP0521,5,Yes,Decrease,Unsatisfied,3,South America
EMP0522,1,Yes,Increase,Neutral,4,Oceania
EMP0523,3,No,Increase,Unsatisfied,5,Europe
EMP0524,2,Yes,Decrease,Satisfied,3,Oceania
EMP0525,2,No,Increase,Unsatisfied,4,Oceania
EMP0526,2,Yes,No Change,Unsatisfied,1,South America
EMP0527,3,Yes,Increase,Unsatisfied,5,North America
EMP0528,3,No,Increase,Unsatisfied,3,Africa
EMP0529,2,Yes,No Change,Satisfied,1,North America
EMP0530,3,No,Increase,Satisfied,5,Europe
EMP0531,3,No,No Change,Unsatisfied,3,Oceania
EMP0532,1,Yes,Decrease,Unsatisfied,5,South America
EMP0533,3,No,No Change,Satisfied,5,South America
EMP0534,3,No,Increase,Unsatisfied,1,Africa
EMP0535,5,Yes,Decrease,Unsatisfied,5,Africa
EMP0536,1,Yes,Increase,Neutral,4,South America
EMP0537,5,Yes,No Change,Neutral,1,Europe
EMP0538,3,Yes,No Change,Unsatisfied,3,North America
EMP0539,3,No,No Change,Satisfied,3,North America
EMP0540,4,No,No Change,Neutral,1,North America
EMP0541,2,No,No Change,Neutral,4,Oceania
EMP0542,4,No,Increase,Unsatisfied,3,Oceania
EMP0543,5,No,No Change,Satisfied,5,South America
EMP0544,3,No,Decrease,Unsatisfied,5,Europe
EMP0545,1,Yes,Decrease,Unsatisfied,3,Europe
EMP0546,4,Yes,No Change,Unsatisfied,2,South America
EMP0547,3,Yes,No Change,Satisfied,5,North America
EMP0548,3,Yes,No Change,Unsatisfied,5,Oceania
EMP0549,4,Yes,No Change,Unsatisfied,4,Europe
EMP0550,3,Yes,Decrease,Neutral,3,South America
EMP0551,2,Yes,No Change,Unsatisfied,1,Oceania
EMP0552,3,No,Decrease,Satisfied,1,Oceania
EMP0553,4,Yes,Decrease,Satisfied,1,South America
EMP0554,4,No,Increase,Neutral,3,North America
EMP0555,5,Yes,Decrease,Unsatisfied,2,Africa
EMP0556,4,No,Decrease,Satisfied,5,North America
EMP0557,1,Yes,Increase,Neutral,3,Asia
EMP0558,3,Yes,Decrease,Unsatisfied,3,Europe
EMP0559,3,No,No Change,Satisfied,4,Oceania
EMP0560,5,Yes,Decrease,Neutral,1,North America
EMP0561,5,Yes,No Change,Unsatisfied,4,Asia
EMP0562,2,Yes,Decrease,Satisfied,4,North America
EMP0563,5,No,Increase,Unsatisfied,5,Asia
EMP0564,2,Yes,Decrease,Neutral,1,South America
EMP0565,4,No,No Change,Satisfied,1,Oceania
EMP0566,2,No,Decrease,Satisfied,5,Africa
EMP0567,1,Yes,No Change,Satisfied,1,South America
EMP0568,5,Yes,Decrease,Satisfied,4,North America
EMP0569,5,Yes,Increase,Neutral,4,Oceania
EMP0570,1,Yes,Increase,Unsatisfied,2,Asia
EMP0571,2,Yes,No Change,Satisfied,2,South America
EMP0572,3,No,Decrease,Satisfied,3,Africa
EMP0573,1,Yes,Decrease,Unsatisfied,4,South America
EMP0574,2,No,Decrease,Neutral,1,North America
EMP0575,4,Yes,Increase,Satisfied,3,Oceania
EMP0576,2,Yes,Decrease,Satisfied,4,Oceania
EMP0577,3,Yes,Increase,Unsatisfied,5,South America
EMP0578,4,No,Increase,Satisfied,4,Europe
EMP0579,3,No,Increase,Unsatisfied,1,Europe
EMP0580,4,No,Decrease,Neutral,4,North America
EMP0581,5,Yes,No Change,Satisfied,5,Oceania
EMP0582,5,Yes,Decrease,Unsatisfied,3,Europe
EMP0583,1,Yes,Decrease,Unsatisfied,4,Oceania
EMP0584,1,No,Decrease,Neutral,1,South America
EMP0585,1,No,No Change,Neutral,4,North America
EMP0586,3,No,No Change,Neutral,1,Europe
EMP0587,5,Yes,Increase,Unsatisfied,2,Africa
EMP0588,3,No,Increase,Satisfied,2,South America
EMP0589,5,No,Decrease,Satisfied,5,South America
EMP0590,4,No,Decrease,Satisfied,2,Asia
EMP0591,5,No,Decrease,Unsatisfied,4,North America
EMP0592,3,Yes,Increase,Neutral,5,South America
EMP0593,2,Yes,No Change,Unsatisfied,3,Africa
EMP0594,5,Yes,Decrease,Neutral,3,Oceania
EMP0595,1,No,No Change,Unsatisfied,3,Europe
EMP0596,2,Yes,No Change,Unsatisfied,1,Oceania
EMP0597,5,No,Decrease,Unsatisfied,5,Europe
EMP0598,4,No,Increase,Unsatisfied,4,South America
EMP0599,5,Yes,Decrease,Neutral,3,South America
EMP0600,1,Yes,Decrease,Neutral,5,Oceania
EMP0601,1,Yes,Decrease,Neutral,1,Africa
EMP0602,3,No,Decrease,Neutral,1,Asia
EMP0603,1,No,Decrease,Satisfied,1,Asia
EMP0604,3,Yes,Decrease,Satisfied,3,Asia
EMP0605,4,No,Decrease,Satisfied,3,Asia
EMP0606,1,Yes,No Change,Unsatisfied,4,Africa
EMP0607,5,Yes,Decrease,Satisfied,4,South America
EMP0608,3,No,Increase,Neutral,2,North America
EMP0609,3,Yes,Increase,Unsatisfied,1,North America
EMP0610,5,Yes,No Change,Satisfied,5,North America
EMP0611,4,Yes,Decrease,Unsatisfied,3,South America
EMP0612,3,No,Decrease,Neutral,1,Asia
EMP0613,4,No,Decrease,Satisfied,3,Asia
EMP0614,2,Yes,No Change,Unsatisfied,4,Oceania
EMP0615,4,No,No Change,Unsatisfied,3,Asia
EMP0616,3,No,No Change,Unsatisfied,4,Europe
EMP0617,1,No,No Change,Satisfied,2,Asia
EMP0618,4,No,Decrease,Unsatisfied,4,Oceania
EMP0619,2,No,Decrease,Satisfied,4,South America
EMP0620,5,No,Decrease,Unsatisfied,4,North America
EMP0621,3,No,Decrease,Neutral,3,Africa
EMP0622,5,Yes,Increase,Unsatisfied,1,Oceania
EMP0623,5,No,No Change,Neutral,5,South America
EMP0624,5,Yes,No Change,Unsatisfied,1,South America
EMP0625,4,Yes,No Change,Satisfied,2,Europe
EMP0626,1,No,Decrease,Unsatisfied,1,Oceania
EMP0627,2,Yes,Decrease,Satisfied,3,Asia
EMP0628,1,Yes,Increase,Unsatisfied,1,Africa
EMP0629,1,Yes,No Change,Satisfied,3,Oceania
EMP0630,4,Yes,Increase,Unsatisfied,4,North America
EMP0631,5,No,Decrease,Satisfied,4,Asia
EMP0632,2,Yes,Decrease,Unsatisfied,4,North America
EMP0633,3,Yes,Increase,Unsatisfied,3,North America
EMP0634,3,No,No Change,Neutral,1,Oceania
EMP0635,1,No,Increase,Unsatisfied,3,Asia
EMP0636,2,No,Increase,Neutral,2,Africa
EMP0637,1,Yes,Increase,Unsatisfied,3,Asia
EMP0638,3,No,Increase,Unsatisfied,4,Europe
EMP0639,3,Yes,Decrease,Satisfied,1,Africa
EMP0640,5,Yes,No Change,Satisfied,2,North America
EMP0641,2,No,No Change,Unsatisfied,5,North America
EMP0642,5,Yes,Decrease,Satisfied,1,North America
EMP0643,1,Yes,Increase,Neutral,4,Oceania
EMP0644,3,Yes,No Change,Satisfied,2,Europe
EMP0645,3,Yes,Decrease,Satisfied,5,Oceania
EMP0646,1,Yes,No Change,Unsatisfied,5,South America
EMP0647,3,Yes,No Change,Satisfied,4,North America
EMP0648,3,No,Decrease,Satisfied,4,North America
EMP0649,3,No,Decrease,Satisfied,5,Asia
EMP0650,5,No,Increase,Satisfied,3,Asia
EMP0651,4,Yes,Decrease,Unsatisfied,5,Africa
EMP0652,2,Yes,Decrease,Satisfied,5,Oceania
EMP0653,1,No,No Change,Unsatisfied,4,North America
EMP0654,3,Yes,No Change,Neutral,5,Europe
EMP0655,2,Yes,Increase,Satisfied,1,Asia
EMP0656,5,Yes,Decrease,Neutral,4,North America
EMP0657,1,No,Decrease,Unsatisfied,4,Oceania
EMP0658,1,Yes,Increase,Neutral,2,Oceania
EMP0659,5,Yes,No Change,Satisfied,4,Europe
EMP0660,4,Yes,Decrease,Neutral,3,Europe
EMP0661,3,Yes,Increase,Satisfied,3,Africa
EMP0662,1,Yes,Decrease,Satisfied,1,Asia
EMP0663,5,No,Increase,Satisfied,5,South America
EMP0664,1,No,No Change,Unsatisfied,5,Africa
EMP0665,1,Yes,Decrease,Unsatisfied,3,South America
EMP0666,5,No,No Change,Neutral,1,Oceania
EMP0667,5,Yes,Increase,Neutral,2,Asia
EMP0668,4,No,No Change,Neutral,3,North America
EMP0669,5,Yes,No Change,Unsatisfied,4,Oceania
EMP0670,2,No,No Change,Neutral,2,Africa
EMP0671,5,Yes,Decrease,Unsatisfied,4,Europe
EMP0672,4,Yes,Increase,Satisfied,2,Europe
EMP0673,3,Yes,Increase,Unsatisfied,1,Asia
EMP0674,2,No,Decrease,Neutral,2,Asia
EMP0675,4,No,Increase,Satisfied,2,Europe
EMP0676,2,Yes,No Change,Unsatisfied,2,Oceania
EMP0677,1,No,Decrease,Neutral,5,North America
EMP0678,2,Yes,Increase,Neutral,3,Africa
EMP0679,3,Yes,Increase,Satisfied,3,South America
EMP0680,4,No,No Change,Unsatisfied,1,Europe
EMP0681,5,No,No Change,Satisfied,3,Oceania
EMP0682,4,Yes,Increase,Neutral,4,Oceania
EMP0683,5,Yes,No Change,Satisfied,4,North America
EMP0684,4,No,No Change,Neutral,2,Africa
EMP0685,1,No,Decrease,Satisfied,2,Africa
EMP0686,2,Yes,No Change,Unsatisfied,4,Africa
EMP0687,4,No,Increase,Unsatisfied,2,Asia
EMP0688,3,No,Increase,Satisfied,1,Africa
EMP0689,4,Yes,Increase,Neutral,2,South America
EMP0690,1,Yes,Decrease,Satisfied,4,Asia
EMP0691,3,Yes,No Change,Satisfied,3,South America
EMP0692,3,No,Increase,Neutral,5,Oceania
EMP0693,5,No,No Change,Unsatisfied,3,Oceania
EMP0694,5,Yes,Decrease,Unsatisfied,1,Europe
EMP0695,3,Yes,Increase,Unsatisfied,1,Oceania
EMP0696,5,No,Increase,Neutral,3,North America
EMP0697,1,No,Decrease,Satisfied,1,Europe
EMP0698,1,No,Decrease,Neutral,2,Africa
EMP0699,3,No,No Change,Unsatisfied,5,Africa
EMP0700,3,No,Increase,Satisfied,5,Oceania
EMP0701,3,No,Increase,Satisfied,3,South America
EMP0702,2,No,No Change,Neutral,3,North America
EMP0703,1,Yes,Increase,Unsatisfied,1,North America
EMP0704,1,Yes,Increase,Neutral,4,South America
EMP0705,2,No,Decrease,Satisfied,3,Oceania
EMP0706,3,Yes,Increase,Satisfied,2,Africa
EMP0707,2,No,Decrease,Neutral,4,Africa
EMP0708,4,Yes,Decrease,Unsatisfied,1,Asia
EMP0709,3,No,Decrease,Neutral,4,North America
EMP0710,4,Yes,Decrease,Satisfied,1,Asia
EMP0711,3,No,No Change,Satisfied,5,Oceania
EMP0712,4,Yes,Increase,Neutral,4,Europe
EMP0713,3,No,No Change,Neutral,3,Asia
EMP0714,1,No,No Change,Neutral,5,Asia
EMP0715,5,Yes,No Change,Satisfied,5,North America
EMP0716,4,Yes,No Change,Unsatisfied,5,North America
EMP0717,1,No,Increase,Unsatisfied,3,Asia
EMP0718,3,No,Decrease,Neutral,1,South America
EMP0719,2,Yes,Decrease,Satisfied,3,Africa
EMP0720,5,Yes,Decrease,Satisfied,1,Asia
EMP0721,2,Yes,No Change,Unsatisfied,4,Europe
EMP0722,5,No,No Change,Neutral,1,Europe
EMP0723,4,Yes,No Change,Neutral,5,Europe
EMP0724,2,Yes,Increase,Unsatisfied,4,Europe
EMP0725,2,Yes,Decrease,Satisfied,5,South America
EMP0726,4,No,No Change,Unsatisfied,3,Oceania
EMP0727,1,No,Increase,Unsatisfied,3,Europe
EMP0728,3,No,Increase,Unsatisfied,1,Asia
EMP0729,2,Yes,Increase,Neutral,5,Asia
EMP0730,1,Yes,Decrease,Satisfied,2,Europe
EMP0731,4,Yes,No Change,Unsatisfied,2,Asia
EMP0732,2,Yes,No Change,Neutral,4,Oceania
EMP0733,3,Yes,Decrease,Unsatisfied,3,Europe
EMP0734,5,Yes,Decrease,Satisfied,4,Asia
EMP0735,3,No,Decrease,Satisfied,1,Asia
EMP0736,5,Yes,Decrease,Satisfied,2,Oceania
EMP0737,4,No,No Change,Satisfied,4,South America
EMP0738,4,No,Increase,Unsatisfied,5,Africa
EMP0739,5,Yes,Decrease,Satisfied,2,Africa
EMP0740,3,No,Decrease,Satisfied,3,Asia
EMP0741,1,No,Increase,Satisfied,3,South America
EMP0742,3,No,Decrease,Satisfied,2,Africa
EMP0743,5,Yes,Decrease,Unsatisfied,4,Asia
EMP0744,2,Yes,No Change,Satisfied,2,North America
EMP0745,1,No,Increase,Satisfied,2,North America
EMP0746,4,No,Increase,Satisfied,2,South America
EMP0747,1,No,Decrease,Unsatisfied,5,Europe
EMP0748,2,Yes,No Change,Satisfied,4,Asia
EMP0749,1,Yes,Decrease,Satisfied,1,North America
EMP0750,4,No,Decrease,Unsatisfied,5,South America
EMP0751,3,Yes,Increase,Neutral,5,South America
EMP0752,5,No,Increase,Unsatisfied,2,Asia
EMP0753,5,No,No Change,Satisfied,1,South America
EMP0754,2,No,Decrease,Satisfied,4,Oceania
EMP0755,1,Yes,Decrease,Unsatisfied,4,North America
EMP0756,1,Yes,Increase,Satisfied,3,South America
EMP0757,2,No,No Change,Unsatisfied,5,South America
EMP0758,3,No,Increase,Neutral,4,South America
EMP0759,5,No,Increase,Neutral,1,South America
EMP0760,5,Yes,Increase,Neutral,1,Africa
EMP0761,2,Yes,No Change,Neutral,1,Europe
EMP0762,1,Yes,Decrease,Unsatisfied,1,Africa
EMP0763,3,Yes,Decrease,Neutral,5,South America
EMP0764,1,Yes,Decrease,Neutral,4,North America
EMP0765,1,Yes,Decrease,Neutral,3,North America
EMP0766,2,Yes,Increase,Neutral,1,Europe
EMP0767,5,No,Increase,Satisfied,1,Europe
EMP0768,2,Yes,Decrease,Neutral,3,Europe
EMP0769,4,Yes,No Change,Satisfied,1,South America
EMP0770,5,No,Increase,Neutral,5,Oceania
EMP0771,4,Yes,Decrease,Neutral,1,North America
EMP0772,1,No,Increase,Satisfied,2,Asia
EMP0773,3,No,Increase,Satisfied,1,Europe
EMP0774,1,Yes,Decrease,Unsatisfied,3,South America
EMP0775,2,No,Increase,Unsatisfied,3,North America
EMP0776,1,Yes,Increase,Satisfied,2,North America
EMP0777,5,Yes,Increase,Unsatisfied,5,North America
EMP0778,2,No,Decrease,Satisfied,4,Asia
EMP0779,5,Yes,Increase,Neutral,4,Africa
EMP0780,3,Yes,Increase,Unsatisfied,1,Asia
EMP0781,2,Yes,Decrease,Satisfied,5,North America
EMP0782,3,No,Increase,Neutral,5,Oceania
EMP0783,1,Yes,Increase,Satisfied,4,Africa
EMP0784,2,No,No Change,Unsatisfied,3,Africa
EMP0785,3,No,Decrease,Satisfied,3,Europe
EMP0786,3,Yes,Decrease,Neutral,2,South America
EMP0787,4,No,Increase,Satisfied,2,Asia
EMP0788,3,Yes,Decrease,Neutral,5,Africa
EMP0789,2,Yes,Decrease,Satisfied,4,South America
EMP0790,5,Yes,Decrease,Satisfied,2,Asia
EMP0791,5,No,No Change,Neutral,1,North America
EMP0792,1,Yes,Increase,Unsatisfied,2,Africa
EMP0793,1,No,No Change,Satisfied,5,Oceania
EMP0794,2,No,Decrease,Neutral,3,Asia
EMP0795,5,Yes,No Change,Satisfied,1,Europe
EMP0796,4,No,No Change,Unsatisfied,1,Africa
EMP0797,3,No,No Change,Unsatisfied,4,Europe
EMP0798,4,Yes,No Change,Unsatisfied,1,Africa
EMP0799,4,Yes,Decrease,Satisfied,4,Europe
EMP0800,1,Yes,Decrease,Unsatisfied,3,Africa
EMP0801,5,Yes,Decrease,Satisfied,4,Europe
EMP0802,2,Yes,No Change,Unsatisfied,4,Africa
EMP0803,5,Yes,Increase,Satisfied,5,Oceania
EMP0804,1,Yes,No Change,Unsatisfied,5,Oceania
EMP0805,4,No,Increase,Neutral,4,Asia
EMP0806,5,Yes,Increase,Unsatisfied,5,Asia
EMP0807,5,No,Decrease,Neutral,1,Asia
EMP0808,5,Yes,Decrease,Unsatisfied,5,Europe
EMP0809,4,No,Increase,Neutral,1,Asia
EMP0810,3,No,No Change,Satisfied,3,Oceania
EMP0811,5,No,No Change,Unsatisfied,3,Europe
EMP0812,5,No,No Change,Neutral,5,South America
EMP0813,5,Yes,Decrease,Unsatisfied,5,Asia
EMP0814,5,No,Increase,Neutral,2,Asia
EMP0815,1,No,No Change,Neutral,3,Europe
EMP0816,5,No,Decrease,Unsatisfied,4,North America
EMP0817,4,No,No Change,Unsatisfied,3,Africa
EMP0818,2,Yes,No Change,Satisfied,1,South America
EMP0819,3,Yes,Decrease,Neutral,2,Africa
EMP0820,4,Yes,No Change,Neutral,3,Asia
EMP0821,2,No,Decrease,Satisfied,3,Asia
EMP0822,3,Yes,Increase,Unsatisfied,3,Asia
EMP0823,3,No,No Change,Neutral,3,Asia
EMP0824,5,Yes,Decrease,Neutral,2,Oceania
EMP0825,4,Yes,Decrease,Neutral,5,Europe
EMP0826,5,No,No Change,Satisfied,3,South America
EMP0827,4,No,No Change,Satisfied,5,Oceania
EMP0828,4,Yes,No Change,Satisfied,2,South America
EMP0829,3,Yes,No Change,Neutral,3,South America
EMP0830,4,Yes,Decrease,Unsatisfied,2,Oceania
EMP0831,1,Yes,Increase,Unsatisfied,1,Europe
EMP0832,4,Yes,No Change,Neutral,4,Oceania
EMP0833,2,Yes,Decrease,Satisfied,3,Asia
EMP0834,3,Yes,Increase,Unsatisfied,1,Asia
EMP0835,5,Yes,Decrease,Satisfied,5,North America
EMP0836,5,No,No Change,Neutral,5,Europe
EMP0837,1,No,No Change,Satisfied,5,North America
EMP0838,3,Yes,Increase,Neutral,2,North America
EMP0839,4,No,Decrease,Neutral,4,Asia
EMP0840,1,Yes,Decrease,Unsatisfied,1,Oceania
EMP0841,5,Yes,Increase,Unsatisfied,5,North America
EMP0842,3,No,Decrease,Satisfied,2,South America
EMP0843,2,Yes,Decrease,Neutral,2,Asia
EMP0844,2,Yes,Decrease,Unsatisfied,3,Oceania
EMP0845,1,Yes,No Change,Unsatisfied,5,Oceania
EMP0846,5,No,Decrease,Unsatisfied,1,Africa
EMP0847,5,No,No Change,Neutral,5,Asia
EMP0848,5,Yes,Increase,Unsatisfied,1,Europe
EMP0849,3,Yes,Decrease,Neutral,2,Oceania
EMP0850,2,No,Increase,Neutral,1,North America
EMP0851,1,No,No Change,Neutral,4,Africa
EMP0852,3,No,Decrease,Satisfied,1,Oceania
EMP0853,2,No,Increase,Neutral,1,Oceania
EMP0854,1,No,No Change,Neutral,4,Asia
EMP0855,1,No,Increase,Satisfied,1,Europe
EMP0856,1,No,Increase,Unsatisfied,1,Asia
EMP0857,1,Yes,No Change,Satisfied,2,Oceania
EMP0858,1,No,Increase,Unsatisfied,4,South America
EMP0859,5,Yes,No Change,Neutral,4,Asia
EMP0860,1,Yes,No Change,Satisfied,2,Europe
EMP0861,3,No,No Change,Unsatisfied,4,Europe
EMP0862,1,Yes,Increase,Neutral,4,South America
EMP0863,3,No,Increase,Neutral,1,North America
EMP0864,2,Yes,No Change,Satisfied,1,Asia
EMP0865,3,Yes,No Change,Unsatisfied,4,North America
EMP0866,2,Yes,No Change,Unsatisfied,3,South America
EMP0867,3,No,Decrease,Unsatisfied,1,Africa
EMP0868,4,Yes,Decrease,Unsatisfied,1,North America
EMP0869,1,No,No Change,Neutral,1,Africa
EMP0870,3,Yes,Decrease,Neutral,4,North America
EMP0871,5,Yes,No Change,Unsatisfied,1,South America
EMP0872,1,Yes,Decrease,Satisfied,2,Asia
EMP0873,1,No,Increase,Neutral,2,Europe
EMP0874,1,Yes,No Change,Neutral,1,Africa
EMP0875,4,No,No Change,Neutral,3,North America
EMP0876,3,Yes,Decrease,Satisfied,5,North America
EMP0877,3,No,No Change,Satisfied,2,Europe
EMP0878,3,No,No Change,Neutral,4,Africa
EMP0879,4,No,No Change,Satisfied,4,South America
EMP0880,5,No,Decrease,Unsatisfied,1,Africa
EMP0881,2,No,Increase,Satisfied,4,Africa
EMP0882,5,Yes,Increase,Unsatisfied,5,Oceania
EMP0883,1,Yes,Increase,Unsatisfied,5,Africa
EMP0884,1,Yes,Increase,Unsatisfied,1,Oceania
EMP0885,2,No,Increase,Unsatisfied,2,South America
EMP0886,1,No,No Change,Unsatisfied,2,North America
EMP0887,5,No,No Change,Neutral,2,Asia
EMP0888,2,Yes,Increase,Neutral,5,Oceania
EMP0889,4,Yes,Decrease,Unsatisfied,4,Africa
EMP0890,4,No,Decrease,Satisfied,5,Africa
EMP0891,4,Yes,Increase,Neutral,5,Oceania
EMP0892,1,No,Increase,Satisfied,1,North America
EMP0893,2,Yes,No Change,Neutral,1,Oceania
EMP0894,1,Yes,Decrease,Unsatisfied,5,Europe
EMP0895,4,Yes,Increase,Neutral,2,South America
EMP0896,2,No,Increase,Neutral,2,Asia
EMP0897,1,Yes,No Change,Satisfied,3,North America
EMP0898,3,No,Increase,Neutral,3,South America
EMP0899,4,No,No Change,Satisfied,5,Asia
EMP0900,4,No,Increase,Satisfied,2,Europe
EMP0901,3,No,Decrease,Unsatisfied,1,Europe
EMP0902,2,No,No Change,Neutral,1,Africa
EMP0903,3,Yes,Increase,Satisfied,5,Asia
EMP0904,4,Yes,No Change,Neutral,1,Asia
EMP0905,4,No,Decrease,Unsatisfied,1,Africa
EMP0906,5,No,No Change,Neutral,1,North America
EMP0907,5,Yes,Decrease,Neutral,3,Africa
EMP0908,5,Yes,Increase,Unsatisfied,3,Africa
EMP0909,2,No,Increase,Satisfied,5,Africa
EMP0910,3,Yes,Decrease,Neutral,2,South America
EMP0911,5,Yes,No Change,Unsatisfied,1,Europe
EMP0912,5,Yes,No Change,Satisfied,5,Asia
EMP0913,3,No,No Change,Satisfied,1,Asia
EMP0914,5,Yes,No Change,Satisfied,3,Asia
EMP0915,3,Yes,Decrease,Satisfied,3,North America
EMP0916,5,No,Decrease,Satisfied,1,Africa
EMP0917,5,No,Increase,Neutral,5,North America
EMP0918,5,No,Decrease,Neutral,1,Asia
EMP0919,5,Yes,Increase,Unsatisfied,3,Europe
EMP0920,1,Yes,Increase,Unsatisfied,2,Asia
EMP0921,4,No,Increase,Neutral,1,Africa
EMP0922,5,Yes,Decrease,Satisfied,5,Oceania
EMP0923,5,No,Increase,Satisfied,1,Asia
EMP0924,3,Yes,Decrease,Satisfied,4,Oceania
EMP0925,3,Yes,Increase,Unsatisfied,5,Africa
EMP0926,5,No,No Change,Unsatisfied,3,South America
EMP0927,5,Yes,Decrease,Satisfied,3,South America
EMP0928,4,No,Decrease,Neutral,4,Asia
EMP0929,4,No,Increase,Satisfied,4,Oceania
EMP0930,4,No,No Change,Neutral,1,South America
EMP0931,1,No,No Change,Neutral,2,Asia
EMP0932,2,No,Increase,Neutral,3,Oceania
EMP0933,4,Yes,No Change,Neutral,3,Africa
EMP0934,2,No,Increase,Satisfied,5,South America
EMP0935,2,No,Decrease,Satisfied,2,Asia
EMP0936,1,No,No Change,Satisfied,5,North America
EMP0937,3,Yes,Increase,Unsatisfied,4,South America
EMP0938,1,No,Increase,Satisfied,5,Asia
EMP0939,2,Yes,Decrease,Neutral,5,North America
EMP0940,4,No,Increase,Neutral,3,North America
EMP0941,2,Yes,Decrease,Neutral,4,North America
EMP0942,3,Yes,Decrease,Neutral,1,South America
EMP0943,3,Yes,No Change,Satisfied,1,Oceania
EMP0944,5,No,No Change,Satisfied,2,Asia
EMP0945,2,No,Increase,Satisfied,3,Africa
EMP0946,1,Yes,Increase,Neutral,2,Africa
EMP0947,2,Yes,No Change,Satisfied,5,North America
EMP0948,5,No,Decrease,Unsatisfied,5,Africa
EMP0949,4,No,Decrease,Neutral,2,Asia
EMP0950,4,No,Decrease,Satisfied,5,Oceania
EMP0951,4,No,Decrease,Unsatisfied,2,North America
EMP0952,5,Yes,Decrease,Neutral,2,South America
EMP0953,3,Yes,No Change,Unsatisfied,2,North America
EMP0954,5,No,Decrease,Satisfied,3,Oceania
EMP0955,2,Yes,Increase,Neutral,1,North America
EMP0956,2,No,Increase,Neutral,1,Asia
EMP0957,2,Yes,No Change,Unsatisfied,3,Europe
EMP0958,5,Yes,Increase,Neutral,1,Asia
EMP0959,3,Yes,Decrease,Satisfied,4,Europe
EMP0960,4,Yes,Increase,Neutral,2,North America
EMP0961,1,Yes,Increase,Satisfied,2,Oceania
EMP0962,2,Yes,Increase,Unsatisfied,2,Asia
EMP0963,4,Yes,Increase,Unsatisfied,3,Europe
EMP0964,3,Yes,Increase,Unsatisfied,2,South America
EMP0965,4,No,No Change,Satisfied,4,Oceania
EMP0966,3,No,Decrease,Satisfied,3,North America
EMP0967,2,No,Decrease,Unsatisfied,1,Oceania
EMP0968,2,No,No Change,Neutral,3,Oceania
EMP0969,1,Yes,Decrease,Neutral,5,Oceania
EMP0970,3,Yes,Increase,Neutral,1,North America
EMP0971,4,Yes,Decrease,Unsatisfied,3,Africa
EMP0972,1,No,Increase,Satisfied,3,Europe
EMP0973,3,No,Increase,Unsatisfied,4,Asia
EMP0974,2,No,Decrease,Unsatisfied,3,South America
EMP0975,4,Yes,Increase,Satisfied,5,Europe
EMP0976,4,Yes,Increase,Satisfied,2,Europe
EMP0977,3,Yes,Increase,Satisfied,5,South America
EMP0978,4,No,Increase,Unsatisfied,2,Africa
EMP0979,3,Yes,Increase,Satisfied,3,Oceania
EMP0980,5,Yes,No Change,Unsatisfied,3,Europe
EMP0981,2,Yes,Decrease,Neutral,4,South America
EMP0982,3,Yes,Decrease,Unsatisfied,1,Europe
EMP0983,2,No,No Change,Unsatisfied,3,Europe
EMP0984,3,Yes,No Change,Satisfied,2,North America
EMP0985,4,Yes,No Change,Unsatisfied,3,South America
EMP0986,5,No,No Change,Unsatisfied,5,Europe
EMP0987,2,No,Increase,Neutral,5,Europe
EMP0988,5,No,Increase,Unsatisfied,1,Africa
EMP0989,2,No,No Change,Neutral,3,Oceania
EMP0990,3,Yes,Increase,Satisfied,4,South America
EMP0991,4,Yes,Decrease,Unsatisfied,5,North America
EMP0992,5,No,Increase,Satisfied,1,Asia
EMP0993,5,Yes,No Change,Neutral,1,North America
EMP0994,3,No,No Change,Satisfied,3,Africa
EMP0995,3,Yes,Increase,Satisfied,3,Oceania
EMP0996,1,No,Decrease,Neutral,2,Europe
EMP0997,3,No,No Change,Neutral,5,Africa
EMP0998,4,No,Decrease,Satisfied,2,South America
EMP0999,4,Yes,No Change,Unsatisfied,3,Oceania
EMP1000,1,Yes,Increase,Neutral,1,South America
