Employee_ID,Job_Role,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings
EMP0519,Project Manager,Retail,29,Hybrid,42,14
EMP0520,Designer,Consulting,22,Hybrid,45,6
EMP0521,HR,Finance,8,Hybrid,46,4
EMP0522,Data Scientist,Finance,33,Hybrid,60,0
EMP0523,Software Engineer,Retail,6,Onsite,45,2
EMP0524,Project Manager,Consulting,6,Hybrid,33,11
EMP0525,Designer,Retail,9,Onsite,44,2
EMP0526,Software Engineer,Finance,10,Remote,24,0
EMP0527,Project Manager,Consulting,26,Hybrid,28,4
EMP0528,Software Engineer,Healthcare,14,Hybrid,56,1
EMP0529,Project Manager,IT,5,Onsite,22,5
EMP0530,Marketing,Retail,15,Onsite,34,4
EMP0531,Software Engineer,Retail,14,Onsite,34,1
EMP0532,Designer,Retail,16,Hybrid,55,8
EMP0533,Designer,IT,35,Onsite,20,15
EMP0534,Sales,Healthcare,25,Onsite,53,7
EMP0535,Marketing,Healthcare,2,Hybrid,31,3
EMP0536,Software Engineer,Education,32,Hybrid,51,10
EMP0537,Marketing,IT,28,Hybrid,33,3
EMP0538,HR,Retail,12,Hybrid,46,0
EMP0539,Marketing,Retail,14,Onsite,32,4
EMP0540,Project Manager,Healthcare,27,Remote,25,11
EMP0541,Marketing,Retail,1,Hybrid,43,14
EMP0542,Data Scientist,Education,30,Remote,42,1
EMP0543,Data Scientist,Healthcare,8,Remote,49,10
EMP0544,Designer,IT,11,Hybrid,50,2
EMP0545,Software Engineer,Finance,20,Onsite,44,6
EMP0546,HR,IT,23,Remote,32,6
EMP0547,Designer,Education,32,Hybrid,51,3
EMP0548,Marketing,IT,5,Hybrid,51,6
EMP0549,Designer,Retail,18,Remote,55,8
EMP0550,Project Manager,Retail,35,Onsite,26,12
EMP0551,Designer,Manufacturing,20,Onsite,58,12
EMP0552,Sales,Healthcare,28,Hybrid,44,6
EMP0553,HR,Manufacturing,29,Onsite,39,11
EMP0554,Project Manager,IT,26,Hybrid,39,0
EMP0555,Project Manager,Healthcare,18,Remote,45,1
EMP0556,HR,IT,4,Remote,57,13
EMP0557,Designer,Education,4,Onsite,48,4
EMP0558,Sales,Manufacturing,10,Hybrid,30,2
EMP0559,HR,Manufacturing,2,Remote,27,11
EMP0560,Software Engineer,Education,2,Hybrid,25,9
EMP0561,Project Manager,Finance,8,Hybrid,25,14
EMP0562,HR,Retail,34,Onsite,39,9
EMP0563,Sales,Manufacturing,31,Hybrid,31,6
EMP0564,Software Engineer,Education,8,Remote,23,6
EMP0565,Sales,IT,25,Hybrid,39,9
EMP0566,Project Manager,Retail,18,Onsite,39,10
EMP0567,Sales,Education,3,Remote,27,11
EMP0568,HR,Finance,35,Hybrid,45,12
EMP0569,Project Manager,Retail,26,Hybrid,23,0
EMP0570,Software Engineer,Retail,25,Remote,39,3
EMP0571,Designer,Manufacturing,4,Onsite,27,6
EMP0572,Sales,Healthcare,17,Remote,27,8
EMP0573,Software Engineer,Education,11,Onsite,33,5
EMP0574,Marketing,Healthcare,19,Hybrid,44,8
EMP0575,Software Engineer,Consulting,8,Remote,45,0
EMP0576,Project Manager,Retail,23,Hybrid,46,6
EMP0577,Designer,Retail,2,Hybrid,40,0
EMP0578,Sales,Finance,12,Remote,25,10
EMP0579,Project Manager,Healthcare,35,Hybrid,29,4
EMP0580,HR,IT,18,Remote,22,13
EMP0581,Marketing,Manufacturing,15,Onsite,27,3
EMP0582,Marketing,Manufacturing,23,Hybrid,59,2
EMP0583,HR,Finance,26,Remote,57,10
EMP0584,HR,Retail,2,Hybrid,34,0
EMP0585,Data Scientist,Retail,6,Hybrid,20,2
EMP0586,Sales,Education,13,Onsite,20,5
EMP0587,Sales,Education,18,Remote,57,14
EMP0588,Software Engineer,Education,27,Hybrid,53,2
EMP0589,Designer,Finance,21,Remote,24,8
EMP0590,Designer,Healthcare,17,Hybrid,40,15
EMP0591,Project Manager,Healthcare,6,Hybrid,49,11
EMP0592,Marketing,Retail,8,Remote,44,14
EMP0593,Sales,IT,10,Remote,53,13
EMP0594,Project Manager,Healthcare,30,Remote,28,0
EMP0595,Sales,Manufacturing,3,Hybrid,53,7
EMP0596,Designer,Consulting,22,Hybrid,54,9
EMP0597,Designer,IT,35,Remote,23,10
EMP0598,HR,Finance,19,Remote,45,12
EMP0599,Marketing,Finance,12,Remote,59,5
EMP0600,Software Engineer,Retail,31,Hybrid,20,1
EMP0601,Designer,IT,22,Hybrid,26,11
EMP0602,Marketing,Retail,34,Onsite,47,6
EMP0603,Project Manager,Healthcare,11,Onsite,37,3
EMP0604,Data Scientist,Retail,1,Hybrid,25,10
EMP0605,Sales,Retail,35,Hybrid,38,11
EMP0606,Sales,Education,9,Remote,23,0
EMP0607,Designer,Retail,21,Hybrid,49,13
EMP0608,Sales,Healthcare,13,Onsite,44,6
EMP0609,Marketing,Education,10,Hybrid,34,13
EMP0610,Software Engineer,Finance,13,Hybrid,36,2
EMP0611,Marketing,Healthcare,30,Hybrid,44,15
EMP0612,HR,IT,6,Hybrid,27,10
EMP0613,Marketing,Consulting,35,Remote,54,15
EMP0614,Sales,Finance,8,Hybrid,46,9
EMP0615,Sales,Finance,20,Remote,60,11
EMP0616,Sales,Retail,30,Hybrid,27,15
EMP0617,Marketing,Healthcare,34,Onsite,45,7
EMP0618,Sales,Education,10,Remote,36,13
EMP0619,Software Engineer,Retail,26,Onsite,42,14
EMP0620,HR,Consulting,14,Onsite,27,1
EMP0621,Software Engineer,Education,21,Hybrid,28,5
EMP0622,Project Manager,IT,30,Remote,56,15
EMP0623,Designer,IT,11,Hybrid,22,11
EMP0624,Designer,Manufacturing,23,Hybrid,23,5
EMP0625,HR,Manufacturing,1,Remote,53,2
EMP0626,Project Manager,Finance,20,Remote,38,6
EMP0627,Software Engineer,Finance,1,Onsite,47,8
EMP0628,Marketing,Consulting,31,Remote,51,14
EMP0629,Data Scientist,Retail,28,Hybrid,48,6
EMP0630,Designer,Healthcare,11,Hybrid,28,13
EMP0631,Project Manager,Healthcare,18,Onsite,49,14
EMP0632,Designer,Finance,13,Hybrid,56,1
EMP0633,Sales,Finance,7,Remote,38,1
EMP0634,Marketing,Healthcare,26,Onsite,46,0
EMP0635,Project Manager,Healthcare,7,Hybrid,32,3
EMP0636,Software Engineer,Retail,16,Onsite,52,1
EMP0637,Sales,Finance,16,Hybrid,48,13
EMP0638,Software Engineer,Manufacturing,19,Remote,38,0
EMP0639,Software Engineer,Finance,16,Hybrid,25,2
EMP0640,Sales,Manufacturing,20,Hybrid,27,10
EMP0641,Data Scientist,Finance,31,Hybrid,28,3
EMP0642,Designer,Retail,15,Onsite,36,6
EMP0643,Marketing,Retail,31,Onsite,53,3
EMP0644,Project Manager,Education,20,Onsite,54,15
EMP0645,Sales,IT,26,Hybrid,39,3
EMP0646,Designer,Consulting,16,Onsite,47,8
EMP0647,HR,Consulting,14,Hybrid,60,1
EMP0648,Designer,Finance,29,Onsite,37,1
EMP0649,Marketing,IT,13,Remote,33,10
EMP0650,Sales,Consulting,31,Onsite,27,13
EMP0651,Software Engineer,Consulting,1,Remote,39,6
EMP0652,HR,Retail,9,Onsite,45,0
EMP0653,Project Manager,Education,21,Remote,57,5
EMP0654,Data Scientist,IT,5,Remote,27,9
EMP0655,Software Engineer,Retail,1,Hybrid,44,5
EMP0656,Designer,Education,1,Remote,25,3
EMP0657,Software Engineer,Education,14,Hybrid,46,5
EMP0658,Marketing,Consulting,12,Remote,51,12
EMP0659,HR,Retail,32,Remote,55,5
EMP0660,Software Engineer,Retail,9,Onsite,54,14
EMP0661,Software Engineer,IT,3,Onsite,34,11
EMP0662,Designer,Retail,2,Hybrid,32,9
EMP0663,Software Engineer,Retail,32,Remote,23,10
EMP0664,Sales,Retail,23,Remote,22,8
EMP0665,Marketing,Consulting,25,Onsite,36,2
EMP0666,Project Manager,Retail,29,Onsite,50,3
EMP0667,HR,Retail,11,Hybrid,36,13
EMP0668,Data Scientist,Finance,33,Remote,39,13
EMP0669,Sales,Education,31,Hybrid,32,15
EMP0670,Marketing,Manufacturing,12,Hybrid,53,10
EMP0671,Software Engineer,Education,5,Remote,57,12
EMP0672,Designer,Retail,27,Remote,25,12
EMP0673,Sales,IT,6,Onsite,25,6
EMP0674,Sales,Manufacturing,2,Remote,25,7
EMP0675,HR,IT,33,Remote,52,3
EMP0676,Sales,Manufacturing,6,Hybrid,44,15
EMP0677,Sales,Healthcare,20,Remote,27,7
EMP0678,Software Engineer,Retail,30,Remote,37,15
EMP0679,HR,IT,33,Onsite,39,15
EMP0680,Data Scientist,Consulting,32,Hybrid,40,7
EMP0681,Project Manager,Finance,1,Hybrid,60,5
EMP0682,Data Scientist,IT,10,Onsite,53,15
EMP0683,Sales,Consulting,1,Onsite,35,8
EMP0684,Sales,Manufacturing,21,Onsite,44,0
EMP0685,Data Scientist,IT,28,Remote,60,5
EMP0686,Sales,Finance,4,Onsite,27,14
EMP0687,Data Scientist,Healthcare,20,Remote,39,1
EMP0688,Data Scientist,IT,31,Remote,31,1
EMP0689,Marketing,Education,11,Hybrid,25,0
EMP0690,Software Engineer,Education,5,Hybrid,21,10
EMP0691,Marketing,Finance,16,Onsite,49,7
EMP0692,Designer,Retail,6,Remote,54,10
EMP0693,HR,Finance,23,Hybrid,56,6
EMP0694,HR,Retail,16,Hybrid,57,6
EMP0695,Software Engineer,Healthcare,18,Remote,43,1
EMP0696,Marketing,Retail,3,Onsite,59,9
EMP0697,HR,IT,29,Onsite,44,4
EMP0698,Project Manager,Manufacturing,21,Hybrid,24,13
EMP0699,Designer,Retail,17,Onsite,60,12
EMP0700,Data Scientist,Finance,12,Hybrid,28,6
EMP0701,Designer,Consulting,18,Onsite,42,15
EMP0702,Designer,Finance,25,Remote,26,9
EMP0703,HR,Healthcare,23,Onsite,28,12
EMP0704,Project Manager,Manufacturing,1,Onsite,45,4
EMP0705,Marketing,IT,5,Remote,37,2
EMP0706,Designer,Retail,4,Remote,31,12
EMP0707,Software Engineer,Consulting,7,Remote,22,10
EMP0708,Project Manager,Consulting,35,Remote,48,0
EMP0709,Designer,Education,7,Onsite,55,9
EMP0710,Project Manager,IT,3,Onsite,60,15
EMP0711,HR,Education,14,Onsite,40,12
EMP0712,Software Engineer,Retail,8,Hybrid,30,9
EMP0713,Designer,Finance,2,Hybrid,54,9
EMP0714,Sales,IT,7,Remote,44,7
EMP0715,Software Engineer,Manufacturing,19,Remote,43,5
EMP0716,Designer,Consulting,11,Onsite,35,7
EMP0717,Software Engineer,Finance,7,Remote,27,0
EMP0718,Software Engineer,Healthcare,23,Onsite,57,14
EMP0719,Data Scientist,Healthcare,4,Onsite,35,9
EMP0720,Designer,Consulting,30,Remote,26,6
EMP0721,Designer,Healthcare,15,Hybrid,38,8
EMP0722,HR,Consulting,1,Hybrid,54,14
EMP0723,Marketing,Manufacturing,27,Hybrid,37,13
EMP0724,Software Engineer,Finance,16,Onsite,35,10
EMP0725,Software Engineer,IT,12,Hybrid,51,2
EMP0726,Sales,Healthcare,12,Remote,56,12
EMP0727,Sales,Healthcare,10,Remote,59,4
EMP0728,Data Scientist,Manufacturing,1,Onsite,28,12
EMP0729,Designer,Finance,32,Remote,51,14
EMP0730,Project Manager,Consulting,19,Onsite,45,6
EMP0731,Designer,Education,13,Hybrid,23,3
EMP0732,Data Scientist,Education,14,Hybrid,34,9
EMP0733,Designer,IT,11,Remote,34,9
EMP0734,Software Engineer,Retail,3,Onsite,31,6
EMP0735,Designer,Retail,30,Hybrid,35,3
EMP0736,Marketing,Manufacturing,5,Remote,32,5
EMP0737,Software Engineer,Finance,12,Hybrid,45,4
EMP0738,HR,Education,27,Remote,45,10
EMP0739,Project Manager,Retail,21,Hybrid,37,7
EMP0740,Sales,Manufacturing,17,Remote,41,12
EMP0741,Designer,Finance,35,Hybrid,59,11
EMP0742,Marketing,Manufacturing,10,Remote,32,2
EMP0743,Marketing,Consulting,14,Hybrid,40,4
EMP0744,Software Engineer,Healthcare,19,Onsite,39,14
EMP0745,HR,Healthcare,30,Onsite,60,12
EMP0746,Designer,Healthcare,18,Remote,28,0
EMP0747,HR,IT,1,Hybrid,32,9
EMP0748,HR,Finance,30,Onsite,56,11
EMP0749,Project Manager,Finance,23,Remote,23,0
EMP0750,Sales,IT,18,Onsite,51,1
EMP0751,Data Scientist,IT,22,Remote,32,11
EMP0752,Designer,Healthcare,23,Remote,35,12
EMP0753,Data Scientist,Healthcare,26,Remote,54,7
EMP0754,Data Scientist,Education,33,Remote,44,4
EMP0755,Designer,Consulting,17,Remote,36,2
EMP0756,Marketing,Manufacturing,11,Remote,24,5
EMP0757,Software Engineer,Retail,19,Onsite,24,9
EMP0758,Designer,Manufacturing,26,Remote,32,5
EMP0759,Software Engineer,Education,15,Hybrid,21,3
EMP0760,HR,Healthcare,12,Hybrid,20,4
EMP0761,Data Scientist,IT,13,Onsite,59,14
EMP0762,Project Manager,IT,26,Hybrid,44,4
EMP0763,Marketing,Retail,6,Remote,57,0
EMP0764,Software Engineer,Finance,31,Onsite,56,7
EMP0765,Software Engineer,Education,5,Hybrid,51,0
EMP0766,Designer,Retail,24,Hybrid,23,15
EMP0767,Marketing,Retail,20,Onsite,34,8
EMP0768,Marketing,Consulting,3,Remote,45,0
EMP0769,Software Engineer,Healthcare,8,Remote,50,0
EMP0770,Project Manager,Healthcare,9,Remote,27,6
EMP0771,Marketing,IT,3,Onsite,60,12
EMP0772,Designer,Education,23,Remote,45,9
EMP0773,Marketing,Healthcare,8,Onsite,41,6
EMP0774,Project Manager,Manufacturing,26,Onsite,25,5
EMP0775,Project Manager,Education,6,Hybrid,40,1
EMP0776,Sales,Healthcare,9,Remote,58,10
EMP0777,Designer,Consulting,20,Hybrid,36,7
EMP0778,Marketing,Finance,12,Onsite,38,6
EMP0779,Project Manager,Manufacturing,30,Hybrid,21,15
EMP0780,Designer,Retail,6,Remote,59,15
EMP0781,Designer,Finance,8,Hybrid,47,0
EMP0782,HR,IT,21,Onsite,21,1
EMP0783,Data Scientist,Consulting,8,Onsite,26,8
EMP0784,Project Manager,Manufacturing,19,Hybrid,58,7
EMP0785,Software Engineer,IT,15,Remote,42,7
EMP0786,HR,Education,19,Onsite,30,8
EMP0787,HR,Healthcare,34,Hybrid,46,0
EMP0788,Marketing,Healthcare,21,Remote,48,5
EMP0789,Designer,Healthcare,23,Onsite,38,0
EMP0790,Data Scientist,Finance,5,Onsite,26,8
EMP0791,Data Scientist,Manufacturing,5,Hybrid,59,10
EMP0792,Marketing,Healthcare,24,Remote,24,11
EMP0793,Data Scientist,IT,8,Hybrid,50,12
EMP0794,Marketing,Consulting,18,Remote,53,3
EMP0795,Sales,Education,7,Onsite,48,1
EMP0796,Software Engineer,IT,28,Hybrid,39,13
EMP0797,Software Engineer,Finance,13,Onsite,42,10
EMP0798,Data Scientist,IT,14,Remote,50,1
EMP0799,Data Scientist,Education,23,Onsite,59,6
EMP0800,Marketing,Consulting,7,Onsite,20,8
EMP0801,Marketing,Manufacturing,3,Remote,32,10
EMP0802,Data Scientist,Manufacturing,24,Hybrid,45,7
EMP0803,Sales,Education,2,Onsite,45,13
EMP0804,Data Scientist,IT,6,Onsite,39,7
EMP0805,Data Scientist,Retail,23,Hybrid,32,11
EMP0806,Project Manager,Retail,14,Onsite,59,14
EMP0807,Software Engineer,Healthcare,21,Remote,38,12
EMP0808,Designer,Education,8,Remote,24,9
EMP0809,Software Engineer,Retail,4,Onsite,38,7
EMP0810,HR,Manufacturing,26,Hybrid,36,2
EMP0811,Designer,IT,35,Hybrid,56,5
EMP0812,Software Engineer,Healthcare,33,Hybrid,35,7
EMP0813,Project Manager,Consulting,10,Onsite,22,9
EMP0814,Software Engineer,Retail,12,Remote,40,10
EMP0815,Software Engineer,Manufacturing,31,Hybrid,22,6
EMP0816,Software Engineer,Manufacturing,8,Hybrid,41,13
EMP0817,Sales,Retail,23,Remote,53,4
EMP0818,Software Engineer,Retail,6,Hybrid,57,15
EMP0819,Marketing,Education,9,Remote,51,7
EMP0820,Sales,Healthcare,23,Onsite,20,15
EMP0821,Sales,IT,18,Remote,56,12
EMP0822,Marketing,Manufacturing,16,Onsite,27,7
EMP0823,HR,Healthcare,17,Onsite,29,15
EMP0824,Designer,Retail,16,Onsite,52,7
EMP0825,Sales,Healthcare,6,Onsite,45,3
EMP0826,Designer,Retail,9,Remote,58,7
EMP0827,Marketing,Retail,19,Hybrid,23,3
EMP0828,Sales,IT,33,Onsite,27,14
EMP0829,Marketing,Healthcare,21,Hybrid,59,10
EMP0830,Marketing,Healthcare,14,Onsite,40,12
EMP0831,HR,IT,30,Onsite,59,11
EMP0832,Software Engineer,Manufacturing,2,Remote,58,4
EMP0833,Data Scientist,IT,10,Remote,52,3
EMP0834,Data Scientist,Consulting,4,Hybrid,57,12
EMP0835,Sales,Manufacturing,12,Onsite,22,1
EMP0836,Sales,IT,23,Remote,25,10
EMP0837,HR,Finance,4,Hybrid,57,14
EMP0838,Project Manager,Finance,22,Hybrid,55,14
EMP0839,HR,Retail,9,Onsite,51,1
EMP0840,Sales,Retail,15,Onsite,32,9
EMP0841,Sales,Education,1,Hybrid,47,12
EMP0842,Designer,Manufacturing,3,Onsite,42,12
EMP0843,Designer,Finance,25,Remote,56,15
EMP0844,Project Manager,Education,12,Onsite,40,7
EMP0845,Designer,Healthcare,28,Onsite,36,12
EMP0846,Project Manager,Finance,5,Hybrid,31,5
EMP0847,HR,Retail,5,Onsite,42,1
EMP0848,Marketing,IT,4,Remote,34,7
EMP0849,HR,Consulting,25,Onsite,56,9
EMP0850,Software Engineer,Manufacturing,10,Remote,53,15
EMP0851,Data Scientist,Finance,32,Onsite,25,15
EMP0852,Sales,IT,32,Remote,31,15
EMP0853,Marketing,Healthcare,30,Hybrid,21,3
EMP0854,HR,Finance,19,Remote,58,9
EMP0855,HR,IT,5,Remote,29,13
EMP0856,Designer,Manufacturing,28,Remote,56,5
EMP0857,Sales,Healthcare,14,Remote,48,1
EMP0858,Software Engineer,Manufacturing,2,Hybrid,60,2
EMP0859,Project Manager,Retail,29,Hybrid,26,8
EMP0860,Data Scientist,IT,15,Onsite,21,8
EMP0861,Marketing,Healthcare,27,Onsite,20,8
EMP0862,Data Scientist,Finance,26,Onsite,58,9
EMP0863,Marketing,Retail,10,Hybrid,39,10
EMP0864,Data Scientist,Healthcare,6,Onsite,43,11
EMP0865,Sales,Healthcare,19,Remote,43,13
EMP0866,Marketing,Consulting,25,Onsite,28,5
EMP0867,HR,Consulting,32,Hybrid,24,13
EMP0868,Project Manager,Education,5,Hybrid,51,0
EMP0869,Data Scientist,Healthcare,29,Remote,29,14
EMP0870,Sales,Manufacturing,16,Onsite,55,4
EMP0871,Sales,Finance,6,Remote,40,3
EMP0872,Marketing,Finance,12,Onsite,43,3
EMP0873,Software Engineer,Education,22,Hybrid,29,2
EMP0874,Designer,Healthcare,35,Hybrid,48,9
EMP0875,Designer,Manufacturing,1,Hybrid,38,10
EMP0876,Designer,Consulting,33,Hybrid,42,1
EMP0877,Software Engineer,Retail,2,Remote,34,14
EMP0878,HR,Consulting,8,Hybrid,48,7
EMP0879,Sales,Manufacturing,26,Remote,57,3
EMP0880,Marketing,Retail,22,Onsite,59,8
EMP0881,Project Manager,Education,17,Onsite,30,10
EMP0882,Software Engineer,IT,28,Onsite,29,9
EMP0883,Project Manager,Education,25,Remote,21,10
EMP0884,Project Manager,Retail,30,Remote,23,14
EMP0885,Software Engineer,Consulting,34,Remote,53,1
EMP0886,Designer,Finance,13,Hybrid,30,6
EMP0887,Marketing,Retail,19,Onsite,60,10
EMP0888,Software Engineer,Consulting,20,Onsite,50,5
EMP0889,Marketing,IT,25,Remote,31,14
EMP0890,Software Engineer,Manufacturing,19,Hybrid,49,0
EMP0891,HR,Consulting,2,Remote,35,4
EMP0892,HR,Education,35,Remote,26,14
EMP0893,Marketing,Retail,23,Onsite,60,15
EMP0894,Project Manager,Healthcare,3,Onsite,30,10
EMP0895,Data Scientist,Consulting,21,Remote,25,6
EMP0896,Marketing,Retail,9,Remote,42,2
EMP0897,Sales,Finance,9,Remote,46,13
EMP0898,Software Engineer,Healthcare,10,Onsite,41,9
EMP0899,Marketing,Retail,1,Onsite,39,10
EMP0900,Data Scientist,IT,11,Onsite,58,2
EMP0901,Project Manager,IT,5,Remote,51,0
EMP0902,Sales,Finance,8,Onsite,22,14
EMP0903,Software Engineer,Manufacturing,22,Onsite,26,7
EMP0904,Data Scientist,Healthcare,20,Remote,25,11
EMP0905,HR,Consulting,32,Hybrid,28,1
EMP0906,Project Manager,IT,30,Remote,54,3
EMP0907,Designer,Consulting,3,Remote,34,13
EMP0908,Software Engineer,Retail,9,Hybrid,28,12
EMP0909,Software Engineer,Retail,15,Onsite,37,12
EMP0910,Software Engineer,IT,5,Remote,50,8
EMP0911,Designer,IT,29,Hybrid,21,5
EMP0912,Data Scientist,Retail,3,Remote,32,0
EMP0913,Sales,Retail,28,Hybrid,56,10
EMP0914,Data Scientist,IT,34,Onsite,42,7
EMP0915,Designer,Consulting,33,Hybrid,22,1
EMP0916,Software Engineer,Education,23,Remote,28,10
EMP0917,Project Manager,Manufacturing,9,Hybrid,31,8
EMP0918,Software Engineer,Finance,34,Hybrid,59,0
EMP0919,Data Scientist,Education,30,Remote,22,13
EMP0920,HR,Consulting,4,Hybrid,21,3
EMP0921,Software Engineer,Healthcare,25,Remote,54,8
EMP0922,Sales,Healthcare,20,Hybrid,46,7
EMP0923,Sales,Retail,14,Remote,56,2
EMP0924,Data Scientist,Finance,9,Hybrid,48,3
EMP0925,Designer,Education,7,Hybrid,29,8
EMP0926,Data Scientist,Manufacturing,24,Onsite,59,9
EMP0927,Designer,Healthcare,10,Remote,46,15
EMP0928,Sales,IT,27,Onsite,27,7
EMP0929,Project Manager,Education,22,Hybrid,42,6
EMP0930,Project Manager,Finance,15,Remote,39,10
EMP0931,Designer,Education,23,Remote,34,8
EMP0932,Designer,Retail,28,Remote,58,15
EMP0933,HR,Retail,23,Remote,36,3
EMP0934,Project Manager,Manufacturing,15,Remote,52,15
EMP0935,Software Engineer,Manufacturing,8,Remote,51,5
EMP0936,Software Engineer,Manufacturing,25,Onsite,31,10
EMP0937,Data Scientist,Retail,10,Hybrid,47,5
EMP0938,Marketing,IT,2,Onsite,55,9
EMP0939,HR,Healthcare,13,Remote,53,3
EMP0940,Software Engineer,Healthcare,24,Remote,40,13
EMP0941,Marketing,Manufacturing,29,Onsite,46,9
EMP0942,HR,Retail,5,Onsite,37,0
EMP0943,Sales,Consulting,9,Onsite,32,11
EMP0944,Project Manager,Retail,34,Hybrid,20,12
EMP0945,Designer,IT,33,Onsite,55,10
EMP0946,Data Scientist,Manufacturing,31,Remote,36,6
EMP0947,Software Engineer,Healthcare,30,Hybrid,48,2
EMP0948,Sales,Finance,9,Hybrid,42,5
EMP0949,Software Engineer,Healthcare,5,Remote,33,12
EMP0950,Software Engineer,Consulting,30,Remote,45,12
EMP0951,Designer,Finance,2,Remote,43,14
EMP0952,Software Engineer,Finance,5,Remote,59,3
EMP0953,Marketing,Healthcare,32,Onsite,26,12
EMP0954,Sales,Finance,32,Hybrid,47,7
EMP0955,Marketing,Finance,3,Remote,27,1
EMP0956,Data Scientist,Finance,22,Hybrid,50,2
EMP0957,HR,Retail,11,Remote,29,4
EMP0958,Marketing,Healthcare,3,Hybrid,53,6
EMP0959,Designer,Finance,26,Hybrid,22,13
EMP0960,Marketing,Education,14,Onsite,42,2
EMP0961,HR,Retail,17,Remote,20,13
EMP0962,HR,Manufacturing,35,Hybrid,20,11
EMP0963,Sales,IT,22,Hybrid,32,5
EMP0964,Project Manager,Education,14,Remote,44,7
EMP0965,Sales,Education,20,Onsite,38,1
EMP0966,Project Manager,Consulting,4,Hybrid,44,2
EMP0967,Sales,Consulting,11,Remote,43,10
EMP0968,Data Scientist,Education,5,Hybrid,45,3
EMP0969,HR,Education,3,Hybrid,24,5
EMP0970,Designer,Healthcare,31,Hybrid,37,7
EMP0971,Software Engineer,Finance,22,Remote,48,5
EMP0972,Software Engineer,IT,9,Onsite,29,11
EMP0973,Software Engineer,Finance,30,Remote,26,9
EMP0974,Software Engineer,Manufacturing,9,Remote,60,2
EMP0975,HR,Consulting,24,Remote,22,3
EMP0976,HR,Finance,26,Remote,21,0
EMP0977,Sales,IT,23,Onsite,49,2
EMP0978,Sales,Manufacturing,3,Remote,38,7
EMP0979,Project Manager,Education,12,Hybrid,26,1
EMP0980,Project Manager,IT,19,Remote,50,13
EMP0981,Data Scientist,Healthcare,5,Onsite,26,10
EMP0982,Designer,IT,32,Hybrid,26,5
EMP0983,Data Scientist,Education,14,Onsite,30,9
EMP0984,Project Manager,Consulting,33,Onsite,50,7
EMP0985,Project Manager,IT,24,Hybrid,60,10
EMP0986,Software Engineer,Finance,17,Onsite,49,6
EMP0987,Marketing,Healthcare,2,Remote,48,9
EMP0988,HR,IT,9,Remote,39,4
EMP0989,Marketing,IT,8,Hybrid,52,15
EMP0990,Software Engineer,Healthcare,8,Remote,23,5
EMP0991,Software Engineer,IT,1,Hybrid,51,8
EMP0992,Designer,Manufacturing,32,Onsite,28,14
EMP0993,Software Engineer,Finance,21,Onsite,22,15
EMP0994,Project Manager,Education,13,Remote,50,1
EMP0995,Software Engineer,Retail,24,Remote,21,13
EMP0996,Sales,IT,5,Remote,28,14
EMP0997,Project Manager,Healthcare,12,Onsite,21,14
EMP0998,Project Manager,Manufacturing,8,Hybrid,58,15
EMP0999,Marketing,Retail,10,Onsite,28,5
EMP1000,Designer,Retail,10,Remote,41,2
EMP1001,Marketing,Education,4,Onsite,25,4
EMP1002,HR,Consulting,3,Onsite,35,5
EMP1003,Sales,Finance,2,Hybrid,49,9
EMP1004,HR,Healthcare,26,Hybrid,37,7
EMP1005,Marketing,Manufacturing,27,Remote,43,8
EMP1006,Data Scientist,Consulting,8,Onsite,35,6
EMP1007,Designer,Healthcare,28,Hybrid,44,2
EMP1008,Marketing,Manufacturing,3,Remote,35,8
EMP1009,Project Manager,Healthcare,2,Hybrid,35,2
EMP1010,Designer,Healthcare,24,Hybrid,60,0
EMP1011,Sales,IT,5,Remote,54,0
EMP1012,Software Engineer,Healthcare,16,Onsite,41,14
EMP1013,Software Engineer,Retail,20,Remote,60,4
EMP1014,Software Engineer,Education,26,Remote,40,10
